YYYY.MM.DD hh:mm;RADAR;FMTS;TIME;H;KN04CODE;D;MINEL;A10EL;Q;GT;MT;IZT;WD;WS;SPKS;SHGHT;LERRT;LERRH
2016.11.05 11:30;A;ABCDGDIFK0K4LYPFP1RWSPT0T3tu;5618;29105;58903;150964;6.43;6598;9.66667;-4.83218;-59.7;89;-57.4309;52.2069;0;-38;0.1;0
2016.11.05 23:31;A;ABCDGDIFK0K4LYPFP1RWSPT0T3tu;5839;30210;58903;143326;9.07;16497;9.66667;-7.93085;-66.7;89;-60.2405;36.8158;0;14;0;0
